idx,input,output
695,"45-0, , Hwajeongmasan-gil, 나주시, Jeollanam-do",전라남도 나주시 화정마산길 45-0 (왕곡면)
696, 21-10 100% office 밀양시 경상남도,경상남도 밀양시 화봉1길 21-10 (무안면)
697,"9-8, Singeumsandan 3-gil, Gwangyang-si, Jeollanam-do",전라남도 광양시 신금산단3길 9-8 (옥곡면)
698,", 70-0, 금복길53번길, 문 앞에 놔주세요 Hwaseong-si, 경기도, (정남면)",경기도 화성시 금복길53번길 70-0 (정남면)
699,", 2681-0, Biseul-ro, 달성군, 대구광역시, 100% OFFICE (화원읍)",대구광역시 달성군 비슬로 2681-0 (화원읍)
700,"Gyeonggi-do,(광명4동),광명시,오리로975번길,17-7",경기도 광명시 오리로975번길 17-7 (광명4동)
701,"Gijang-gun,40-0,Yerim 2-gil 1001ho1001동",부산광역시 기장군 예림2길 40-0 (정관읍)
702,", 37-14, Baekja 1-gil, 구미시, 경상북도, customs office 100% (무을면)",경상북도 구미시 백자1길 37-14 (무을면)
703,"아이가 자고 있어요. Chungcheongnam-do, 당진시, , 17-14, (신평면)",충청남도 당진시 각골길 17-14 (신평면)
704,"경상남도,(창녕읍),Changnyeong-gun,Galjeon 1-gil,68-0",경상남도 창녕군 갈전1길 68-0 (창녕읍)
705,"병산로,246-0,,Gijang-gun,부산광역시,(정관읍) Republic of Korea",부산광역시 기장군 병산로 246-0 (정관읍)
706,"송내길, 32-7, Gyeongsangnam-do, Hadong-gun",경상남도 하동군 송내길 32-7 (진교면)
707,56-38  Taean-gun 충청남도,충청남도 태안군 달산포로 56-38 (남면)
708,"전라남도,558-0,Gangbyeon-ro,Jangseong-gun,전라남도",전라남도 장성군 강변로 558-0 (황룡면)
709,"Chungcheongnam-do,29-32,성덕1길,금산군,Chungcheongnam-do",충청남도 금산군 성덕1길 29-32 (추부면)
710,"문앞 Naju-si,60-48,오강길",전라남도 나주시 오강길 60-48 (금천면)
711,"Suyeong Tax Office Building파란건물 199-37, 죽양대로, Anseong-si, Gyeonggi-do",경기도 안성시 죽양대로 199-37 (죽산면)
712,168-169 Suseo Police Station  청주시 상당구 Chungcheongbuk-do,충청북도 청주시 상당구 인경수산로 168-169 (미원면)
713,"Hoeumdeongnyeong-gil,25-5,,예산군,Chungcheongnam-do,(고덕면)",충청남도 예산군 호음덕령길 25-5 (고덕면)
714,"100% , 130-0, Gunwang-ro 51beon-gil, Buk-gu, Gwangju, (두암1동)",광주광역시 북구 군왕로51번길 130-0 (두암1동)
715,"34-0, A동 Jungok-gil, 담양군, 전라남도",전라남도 담양군 중옥길 34-0 (대전면)
716,"Seoul,(개봉제2동),Guro-gu,개봉로17나길,100-15 *^^*",서울특별시 구로구 개봉로17나길 100-15 (개봉제2동)
717,"충청남도, 공주시, , 376-0, (의당면)",충청남도 공주시 의당로 376-0 (의당면)
718, 47-0 Hajam-gil Ulsan (삼동면),울산광역시 울주군 하잠길 47-0 (삼동면)
719,"강화군,78-0,Deokha 3-gil",인천광역시 강화군 덕하3길 78-0 (양사면)
720,Gyeonggi-do-안성시-Joilmal-gil-61-0-(양성면) 문앞,경기도 안성시 조일말길 61-0 (양성면)
721,"함열3길, 24-11, 전라북도, 익산시",전라북도 익산시 함열3길 24-11 (함열읍)
722,"A동 경기도,(진접읍),Namyangju-si,Geumgang-ro 991beon-gil,3-0",경기도 남양주시 금강로991번길 3-0 (진접읍)
723,"고지길,37-0,,영천시,경상북도,(북안면)",경상북도 영천시 고지길 37-0 (북안면)
724,", 26-0, Jeonggeum-ro 410beon-gil, Pocheon-si, 노크 x 경기도, (가산면)",경기도 포천시 정금로410번길 26-0 (가산면)
725,"대사3길,22-5,,밀양시,Gyeongsangnam-do,(하남읍) A동",경상남도 밀양시 대사3길 22-5 (하남읍)
726,"내혜홀3길,26-0,,Anseong-si,Gyeonggi-do,(안성2동)",경기도 안성시 내혜홀3길 26-0 (안성2동)
727,@KIM 서울특별시-12-0-뚝섬로30가길-광진구-서울특별시,서울특별시 광진구 뚝섬로30가길 12-0 (자양제4동)
728,"22-0, , Wonssangjeong-gil, Iksan-si, Suyeong Tax Office Building파란건물 Jeollabuk-do",전라북도 익산시 원쌍정길 22-0 (춘포면)
729,"10-36, , 율원길, 하동군, 경상남도 Suyeong Tax Office Building파란건물",경상남도 하동군 율원길 10-36 (진교면)
730,"Gyeongsangbuk-do,(황남동),Gyeongju-si,소티남길,19-11",경상북도 경주시 소티남길 19-11 (황남동)
731,"가남로, 73-21, 전라남도, Yeonggwang-gun",전라남도 영광군 가남로 73-21 (군서면)
732,"Jeollanam-do, 고흥군, , 11-4, (동강면)",전라남도 고흥군 대강평촌길 11-4 (동강면)
733,"Hoguk-ro,2053-0,,포천시,Gyeonggi-do,(신북면)",경기도 포천시 호국로 2053-0 (신북면)
734,"71-12, Aurajigageum-gil, Jeongseon-gun, Gangwon-do",강원특별자치도 정선군 아우라지가금길 71-12 (여량면)
735,", 14-3, Republic of Korea 발포상촌길, Goheung-gun, Jeollanam-do, (도화면)",전라남도 고흥군 발포상촌길 14-3 (도화면)
736,전라북도-122-0-산덕길-남원시-전라북도,전라북도 남원시 산덕길 122-0 (운봉읍)
737,"1001ho1001동 , 130-0, Yuhyeonsaksi-ro, Gimpo-si, Gyeonggi-do, (양촌읍)",경기도 김포시 유현삭시로 130-0 (양촌읍)
738,"Chuseong-ro, 1143-0, 전라남도, 담양군",전라남도 담양군 추성로 1143-0 (담양읍)
739,강원특별자치도-101-21-Wondongjae-ro-영월군-강원특별자치도,강원특별자치도 영월군 원동재로 101-21 (북면)
740,"응달길, 22-0, Jeollanam-do, Haenam-gun",전라남도 해남군 응달길 22-0 (해남읍)
741,"서울특별시, Seongbuk-gu, , 81-0, (동선동) 1001ho1001동",서울특별시 성북구 동소문로 81-0 (동선동)
742,전라남도-11-0-학동서3길-Yeosu-si-전라남도,전라남도 여수시 학동서3길 11-0 (쌍봉동)
743,"묘산로, 399-8, 경상남도, Hapcheon-gun",경상남도 합천군 묘산로 399-8 (묘산면)
744,"95-1, 예산로, Yesan-gun, 충청남도",충청남도 예산군 예산로 95-1 (예산읍)
745,"천안대로, 724-0, Chungcheongnam-do, 천안시 동남구",충청남도 천안시 동남구 천안대로 724-0 (원성1동)
746, 3-2 Sinsi-gil 이음& 전라남도 (성전면),전라남도 강진군 신시길 3-2 (성전면)
747,"MUN AP 대전광역시, Jung-gu, , 26-0, (산성동)",대전광역시 중구 성산로13번길 26-0 (산성동)
748,"Gyeongsangnam-do,(상리면),Goseong-gun,척번정7길,82-13 @KIM",경상남도 고성군 척번정7길 82-13 (상리면)
749, 170-0 Jangsu-gil 경기도 (현덕면),경기도 평택시 장수길 170-0 (현덕면)
750,이음& 경기도-63-0-Hwanggye-gil-화성시-경기도,경기도 화성시 황계길 63-0 (화산동)
751, 75-7 노크 x Gyeongju-si 경상북도,경상북도 경주시 제내2공단길 75-7 (외동읍)
752,"충청남도,98-0,Mohangpado-ro,태안군,충청남도",충청남도 태안군 모항파도로 98-0 (소원면)
753,"101-0, 연자길, 해남군, 전라남도",전라남도 해남군 연자길 101-0 (황산면)
754,"297-0, 고래산로, 남양주시, 경기도",경기도 남양주시 고래산로 297-0 (조안면)
755,"경기도, 양주시, *^^* , 159-28, (광적면)",경기도 양주시 현석로175번길 159-28 (광적면)
756,"21-0, 김&장 범골로43번길, 의정부시, Gyeonggi-do",경기도 의정부시 범골로43번길 21-0 (호원2동)
757,*^^* Chungcheongnam-do-37-10-Doksaem-ro-Taean-gun-Chungcheongnam-do,충청남도 태안군 독샘로 37-10 (태안읍)
758,"안성시,346-0,진안로",경기도 안성시 진안로 346-0 (금광면)
759,Gyeongsangnam-do-29-0-창남1길-Geochang-gun-Gyeongsangnam-do *^^*,경상남도 거창군 창남1길 29-0 (거창읍)
760,"91-0, , Singi-gil, 사천시, 경상남도",경상남도 사천시 신기길 91-0 (축동면)
761,", 77-0, 1gongdan-ro 7-gil, Gumi-si, 경상북도, (공단동)",경상북도 구미시 1공단로7길 77-0 (공단동)
762,19-11  MUN AP Jinju-si 경상남도,경상남도 진주시 진산로703번길 19-11 (집현면)
763,"28-0, , Bukseong-ro 7-gil, 밀양시, 경상남도",경상남도 밀양시 북성로7길 28-0 (내일동)
764,"Hoengseong-gun,20-16,한우로두곡4길",강원특별자치도 횡성군 한우로두곡4길 20-16 (우천면)
765,", 106-0, 비량로49번길, 산청군, 경상남도, (생비량면)",경상남도 산청군 비량로49번길 106-0 (생비량면)
766,"강원특별자치도, 횡성군, , 146-0, (갑천면)",강원특별자치도 횡성군 갑천로 146-0 (갑천면)
767,"54-4, Chungmu-ro 1181beon-gil, 아산시, 충청남도",충청남도 아산시 충무로1181번길 54-4 (둔포면)
768,"Iksan-si,173-3,항쟁로",전라북도 익산시 항쟁로 173-3 (오산면)
769,"28-0, 경안로101길, 동구, Daegu",대구광역시 동구 경안로101길 28-0 (안심4동)
770,"Michuhol-gu,457-0,인주대로",인천광역시 미추홀구 인주대로 457-0 (주안4동)
771,"45-1, , MUN AP 솔바위길, Muan-gun, Jeollanam-do",전라남도 무안군 솔바위길 45-1 (일로읍)
772,"668-0, 오동로, 산청군, 경상남도",경상남도 산청군 오동로 668-0 (오부면)
773, 8-2 Aunae 2-gil 충청남도 (병천면),충청남도 천안시 동남구 아우내2길 8-2 (병천면)
774,", 21-6, Teogol 1-gil, 충주시, Chungcheongbuk-do, (소태면)",충청북도 충주시 터골1길 21-6 (소태면)
775,100% OFFICE 49-8  당진시 Chungcheongnam-do,충청남도 당진시 한진2길 49-8 (송악읍)
776,"26-0, , Sinbi-ro, Gumi-si, Gyeongsangbuk-do",경상북도 구미시 신비로 26-0 (신평1동)
777,", 9-10, 안골1길, Pocheon-si, 경기도, (내촌면)",경기도 포천시 안골1길 9-10 (내촌면)
778, 1118-0 Jeju-si Jeju-do,제주특별자치도 제주시 비자림로 1118-0 (조천읍)
779, 12-3 석정길 전라남도 (성북동) 아이가 자고 있어요.,전라남도 나주시 석정길 12-3 (성북동)
780,"Chungcheongbuk-do,(남이면),Seowon-gu, Cheongju-si,Wonsanmak-gil,42-3",충청북도 청주시 서원구 원산막길 42-3 (남이면)
781,1001ho1001동 Jeollanam-do-12-1-Daeyeongjungchon-gil-Goheung-gun-Jeollanam-do,전라남도 고흥군 대영중촌길 12-1 (동일면)
782,충청남도-아산시-Hoseo-ro 231beon-gil-47-13-(배방읍),충청남도 아산시 호서로231번길 47-13 (배방읍)
783,"Oksu-ro 135beon-gil, 17-0, 경기도, Pocheon-si",경기도 포천시 옥수로135번길 17-0 (창수면)
784,"Seomun-gil,95-12,,상주시,Gyeongsangbuk-do,(동문동) *^^*",경상북도 상주시 서문길 95-12 (동문동)
785, 27-0 칠곡군 Gyeongsangbuk-do,경상북도 칠곡군 기성5길 27-0 ()
786,"293-12, Jarado-gil, Sinan-gun, 전라남도",전라남도 신안군 자라도길 293-12 (안좌면자라출장소)
787,"운봉1길, 9-23, 경상남도, 합천군",경상남도 합천군 운봉1길 9-23 (청덕면)
788,"Hasang-ro 8beon-gil, 16-0, 100% OFFICE 경기도, 시흥시",경기도 시흥시 하상로8번길 16-0 (연성동)
789,"624-0, , A동 아산로, Asan-si, 충청남도",충청남도 아산시 아산로 624-0 (염치읍)
790,경상남도-451-0-자구로-Sacheon-si-경상남도,경상남도 사천시 자구로 451-0 (서포면)
791,19-20  MUN AP 진주시 경상남도,경상남도 진주시 공단로91번길 19-20 (상평동)
792,지하&상가  75-0 고양시 덕양구 Gyeonggi-do,경기도 고양시 덕양구 중고개길 75-0 (효자동)
793,Chungcheongbuk-do-3-0-Yachonangol-gil-충주시-Chungcheongbuk-do customs office 100%,충청북도 충주시 야촌안골길 3-0 (소태면)
794,@KIM 강원특별자치도-96-5-성황동길-영월군-강원특별자치도,강원특별자치도 영월군 성황동길 96-5 (북면)
795,", 41-0, 옻밭골길, Changnyeong-gun, Gyeongsangnam-do, (계성면)",경상남도 창녕군 옻밭골길 41-0 (계성면)
796, 29-0 평창군 Gangwon-do,강원특별자치도 평창군 가평로 29-0 (대화면)
797,"전라북도,(성덕면),Gimje-si,성덕1길,46-9 *^^*",전라북도 김제시 성덕1길 46-9 (성덕면)
798,"충청남도,(홍성읍),홍성군,Wolsan-ro 43beon-gil,84-14",충청남도 홍성군 월산로43번길 84-14 (홍성읍)
799,문앞 경기도-148-5-포승장안로-평택시-경기도,경기도 평택시 포승장안로 148-5 (포승읍)
800,"44-0, Gyeseong-gil, Changnyeong-gun, 100% office Gyeongsangnam-do",경상남도 창녕군 계성길 44-0 (계성면)
801,"경기도,8-0,구장길,안성시,경기도",경기도 안성시 구장길 8-0 (양성면)
802,"100% Chungcheongbuk-do,(소이면),음성군,Bongjeon-gil,195-0",충청북도 음성군 봉전길 195-0 (소이면)
803, 207-1 마포대로 서울특별시 (아현동),서울특별시 마포구 마포대로 207-1 (아현동)
804,"Maseo-ro 220beon-gil,34-0,,서천군,Chungcheongnam-do,(마서면) 지하&상가",충청남도 서천군 마서로220번길 34-0 (마서면)
805,"서울특별시, Gwangjin-gu, , 87-9, (구의제1동) 100%",서울특별시 광진구 자양로30길 87-9 (구의제1동)
806, 1348-11 현덕로 Gyeonggi-do ^ (현덕면),경기도 평택시 현덕로 1348-11 (현덕면)
807,"경기도,66-8,Songjeong-ro,Gwangju-si,경기도",경기도 광주시 송정로 66-8 (탄벌동)
808,"91-0, Bongmanteo-gil, Hwaseong-si, 아이가 자고 있어요. Gyeonggi-do",경기도 화성시 복만터길 91-0 (봉담읍)
809,", 5-1, 동영로13번길, 중구, 노크 x 부산광역시, (동광동)",부산광역시 중구 동영로13번길 5-1 (동광동)
810,"마안도길, 노크 x 6-0, Jeollanam-do, Wando-gun",전라남도 완도군 마안도길 6-0 (노화읍넙도출장소)
811,", 41-12, Jukdong-gil, 삼척시, 강원특별자치도, (교동)",강원특별자치도 삼척시 죽동길 41-12 (교동)
812, 454-25 대신로 경상남도 (초장동),경상남도 진주시 대신로 454-25 (초장동)
813, 63-0 100% OFFICE Seogwipo-si Jeju-do,제주특별자치도 서귀포시 위미항구로121번길 63-0 (남원읍)
814,Jeollanam-do-52-4-Wonsedong-gil-고흥군-Jeollanam-do 1001ho1001동,전라남도 고흥군 원세동길 52-4 (포두면)
815,"109-8, A동 Onggigol-gil, Hongcheon-gun, 강원특별자치도",강원특별자치도 홍천군 옹기골길 109-8 (홍천읍)
816,지하&상가  26-0 Daegaeun-gil Gyeongsangbuk-do (남원동),경상북도 상주시 대개운길 26-0 (남원동)
817,Gyeonggi-do-고양시 일산동구-Gongneungcheon-ro 231beon-gil-56-0-(고봉동),경기도 고양시 일산동구 공릉천로231번길 56-0 (고봉동)
818,"26-0, 권곡로14번길, 아산시, Chungcheongnam-do",충청남도 아산시 권곡로14번길 26-0 (온양3동)
819, 38-5 Suyeong Tax Office Building파란건물 Gongju-si Chungcheongnam-do,충청남도 공주시 신달산수골길 38-5 (유구읍)
820,"Gyeongsangbuk-do,30-15,Bokcheon-gil,Yecheon-gun,Gyeongsangbuk-do @KIM",경상북도 예천군 복천길 30-15 (용문면)
821, 184-0 송산로 경기도 (가좌동),경기도 고양시 일산서구 송산로 184-0 (가좌동)
822,"노크 x Nampoeupseong 1-gil,77-0,,보령시,충청남도,(남포면)",충청남도 보령시 남포읍성1길 77-0 (남포면)
823,", 22-13, 평중길, 고흥군, 100% office 전라남도, (포두면)",전라남도 고흥군 평중길 22-13 (포두면)
824,"13-0, Doeum-ro 27beon-gil, 포항시 북구, Suseo Police Station Gyeongsangbuk-do",경상북도 포항시 북구 도음로27번길 13-0 (신광면)
825,"112-0, 교동5길, 진도군, 전라남도 1001ho1001동",전라남도 진도군 교동5길 112-0 (진도읍)
826,"세권로108번길, 28-0, 경기도, Gwonseon-gu, Suwon-si",경기도 수원시 권선구 세권로108번길 28-0 (세류3동)
827,3-0  Yeonggwang-gun Jeollanam-do,전라남도 영광군 향화로5길 3-0 (염산면)
828,"경기도, 화성시, 김&장 , 104-0, (향남읍)",경기도 화성시 토성로 104-0 (향남읍)
829,"전라남도,(서호면),Yeongam-gun,Ssangpungwolpyeong-gil,28-0",전라남도 영암군 쌍풍월평길 28-0 (서호면)
830,"경기도, Cheoin-gu, Yongin-si, , 234-0, (남사읍) 100,1001 김&장 customer office",경기도 용인시 처인구 경기동로 234-0 (남사읍)
831,"*^^* 6-2, 마조로12길, Seongdong-gu, Seoul",서울특별시 성동구 마조로12길 6-2 (마장동)
832,"Yeongam-gun,259-17,곤미현로",전라남도 영암군 곤미현로 259-17 (미암면)
833,"^ 경기도, Yangpyeong-gun, , 83-0, (강하면)",경기도 양평군 왕창부로길 83-0 (강하면)
834,Gyeongsangbuk-do-Gumi-si-주아1길-34-0-(옥성면) 이음&,경상북도 구미시 주아1길 34-0 (옥성면)
835,216-0  속초시 강원특별자치도,강원특별자치도 속초시 방축길 216-0 (대포동)
836,", 100,1001 김&장 customer office 6-6, 간무곡길, 원주시, Gangwon-do, (호저면)",강원특별자치도 원주시 간무곡길 6-6 (호저면)
837, 28-0 부여군 충청남도,충청남도 부여군 가림로178번길 28-0 (충화면)
838,"51-0, Dongsan-gil, Hadong-gun, Gyeongsangnam-do",경상남도 하동군 동산길 51-0 (금남면)
839,"노크 x Chungcheongnam-do,(우성면),공주시,Simsan-gil,36-6",충청남도 공주시 심산길 36-6 (우성면)
840,"Republic of Korea Gyeongsangnam-do, 밀양시, , 11-0, (초동면)",경상남도 밀양시 대구령길 11-0 (초동면)
841,"100% OFFICE Witchon-gil,16-1,,고흥군,전라남도,(도덕면)",전라남도 고흥군 윗촌길 16-1 (도덕면)
842,"Gyeongsangnam-do,(동해면),고성군,외곡3길,9-0",경상남도 고성군 외곡3길 9-0 (동해면)
843,경상남도-산청군-남명로234번길-3-0-(시천면),경상남도 산청군 남명로234번길 3-0 (시천면)
844,"3-0, Sure-ro, Suyeong Tax Office Building파란건물 남양주시, 경기도",경기도 남양주시 수레로 3-0 (와부읍)
845,"Gapyeong-gun,175-14,수리재길",경기도 가평군 수리재길 175-14 (청평면)
846, 246-0 행곡1길 경상남도 (삼랑진읍),경상남도 밀양시 행곡1길 246-0 (삼랑진읍)
847,"MUN AP 독우물안길,53-4,,남원시,전라북도,(금지면)",전라북도 남원시 독우물안길 53-4 (금지면)
848,"Wando-gun,203-56,Busang-gil Republic of Korea",전라남도 완도군 부상길 203-56 (소안면)
849,571-1 문 앞에 놔주세요  진주시 Gyeongsangnam-do,경상남도 진주시 남강로 571-1 (성북동)
850, 57-0 Chojeongyaksu-ro Chungcheongbuk-do (내수읍),충청북도 청주시 청원구 초정약수로 57-0 (내수읍)
851,"100% Tongyeong-si,643-12,안정로",경상남도 통영시 안정로 643-12 (광도면)
852,"@KIM 서울특별시,15-0,Tongil-ro 18ga-gil,종로구,서울특별시",서울특별시 종로구 통일로18가길 15-0 (무악동)
853,Gyeongsangnam-do-Geochang-gun-Jungang-ro-117-0-(거창읍),경상남도 거창군 중앙로 117-0 (거창읍)
854,"신리길, 149-0, 전라북도, Gimje-si 100,1001 김&장 customer office",전라북도 김제시 신리길 149-0 (용지면)
855,"175-10, Hamnang-ro, Iksan-si, 전라북도",전라북도 익산시 함낭로 175-10 (함라면)
856,"31-0, , 사포산촌길, 고흥군, 전라남도 지하&상가",전라남도 고흥군 사포산촌길 31-0 (영남면)
857,충청북도-청주시 서원구-남이가좌1길-197-0-(남이면) MUN AP,충청북도 청주시 서원구 남이가좌1길 197-0 (남이면)
858,"104-82, 서이천로634번길, Icheon-si, 경기도",경기도 이천시 서이천로634번길 104-82 (마장면)
859,"석평로184번길,112-66,,김포시,Gyeonggi-do,(하성면)",경기도 김포시 석평로184번길 112-66 (하성면)
860, 23-0 Haenam-gun 전라남도,전라남도 해남군 신홍길 23-0 (북평면)
861,충청남도-341-68-Anmyeon-daero-Taean-gun-충청남도 문 앞에 놔주세요,충청남도 태안군 안면대로 341-68 (태안읍)
862,"Jeollanam-do, Sinan-gun, , 80-0, (신의면)",전라남도 신안군 구만길 80-0 (신의면)
863,7-1  문 앞에 놔주세요 Goesan-gun 충청북도,충청북도 괴산군 신기로2길 7-1 (괴산읍)
864,"Gyeongsangbuk-do, Gyeongju-si, , 19-20, (감포읍)",경상북도 경주시 감포로11길 19-20 (감포읍)
865,"은기길,197-0,,익산시,Jeollabuk-do,(팔봉동) Suseo Police Station",전라북도 익산시 은기길 197-0 (팔봉동)
866,"Jeollabuk-do, 익산시, , 이음& 107-0, (함열읍)",전라북도 익산시 상마길 107-0 (함열읍)
867, 81-0 Gimpo-si 경기도,경기도 김포시 대곶북로 81-0 (대곶면)
868, 25-0 조양상가길 강원특별자치도 (조양동),강원특별자치도 속초시 조양상가길 25-0 (조양동)
869,"^ 9-0, 진등2길, Boryeong-si, 충청남도",충청남도 보령시 진등2길 9-0 (대천4동)
870,9-0  익산시 Jeollabuk-do,전라북도 익산시 서동로14길 9-0 (동산동)
871," 50-0 Seobuk-gu, Cheonan-si Chungcheongnam-do 이음&",충청남도 천안시 서북구 한들3로 50-0 (백석동)
872,"^ Gyeonggi-do,(교하동),Paju-si,Jimok-ro,5-0",경기도 파주시 지목로 5-0 (교하동)
873,"서해안로, 1666-0, 경기도, Siheung-si customs office 100%",경기도 시흥시 서해안로 1666-0 (대야동)
874,"customs office 100% Seoul, 용산구, , 228-2, (이태원제2동)",서울특별시 용산구 녹사평대로 228-2 (이태원제2동)
875,"15-0, , 문 앞에 놔주세요 성암로, Mapo-gu, Seoul",서울특별시 마포구 성암로 15-0 (성산제2동)
876, 154-0 금성산성길 Jeollanam-do (금성면),전라남도 담양군 금성산성길 154-0 (금성면)
877,"Yongdeok 2-gil,60-31,,의령군,Gyeongsangnam-do,(용덕면)",경상남도 의령군 용덕2길 60-31 (용덕면)
878,경상남도-하동군-섬진강대로-2566-9-(하동읍),경상남도 하동군 섬진강대로 2566-9 (하동읍)
879,"10-0, 삽령길, Gunwi-gun, Daegu 이음&",대구광역시 군위군 삽령길 10-0 (군위읍)
880,"100% 59-16, Doyu-ro, Buan-gun, Jeollabuk-do",전라북도 부안군 도유로 59-16 (변산면)
881,Gangwon-do-7-0-녹도길-Jeongseon-gun-Gangwon-do,강원특별자치도 정선군 녹도길 7-0 (정선읍)
882,", 103-5, customs office 100% Hangnim 6-gil, 고성군, Gyeongsangnam-do, (하일면)",경상남도 고성군 학림6길 103-5 (하일면)
883,Suyeong Tax Office Building파란건물  1356-0 Gosan-ro Jeollanam-do (현산면),전라남도 해남군 고산로 1356-0 (현산면)
884,"89-14, 100,1001 김&장 customer office Jangsu-ro, Hapcheon-gun, 경상남도",경상남도 합천군 장수로 89-14 (합천읍)
885,"Gyeonggi-do,(송산면),Hwaseong-si,Yugil-gil,46-6",경기도 화성시 육일길 46-6 (송산면)
886,지하&상가 26-0  Sinan-gun 전라남도,전라남도 신안군 곰실길 26-0 (하의면)
887,"$달러샵$ , 316-0, Sujeong-ro, Sujeong-gu, Seongnam-si, Gyeonggi-do, (신흥2동)",경기도 성남시 수정구 수정로 316-0 (신흥2동)
888,"Geopyeong-gil,123-44,,Hamyang-gun,경상남도,(지곡면) customs office 100%",경상남도 함양군 거평길 123-44 (지곡면)
889,"100% OFFICE Geochang-gun,369-0,양지3길",경상남도 거창군 양지3길 369-0 (신원면)
890,"$달러샵$ 아산시,46-0,오목길",충청남도 아산시 오목길 46-0 (신창면)
891,"영천시,101-0,Jikdong-gil 100% OFFICE",경상북도 영천시 직동길 101-0 (중앙동)
892, 17-0 Yeoju-si Gyeonggi-do 문앞,경기도 여주시 상거길 17-0 (여흥동)
893,Gyeongsangbuk-do-923-0-춘양로-Bonghwa-gun-Gyeongsangbuk-do,경상북도 봉화군 춘양로 923-0 (춘양면)
894,"3-8, , 담터길, 영월군, Gangwon-do",강원특별자치도 영월군 담터길 3-8 (남면)
895,"21-6, , ^ 죽전4길, Geochang-gun, 경상남도",경상남도 거창군 죽전4길 21-6 (거창읍)
896, 188-0 Dalgubeol-daero 574-gil 이음& 대구광역시 (고산2동),대구광역시 수성구 달구벌대로574길 188-0 (고산2동)
897,"Wonmalheul 1-gil, 100% 49-56, Gyeongsangnam-do, Geochang-gun",경상남도 거창군 원말흘1길 49-56 (마리면)
898,경기도-파주시-Dokseoul 4-gil-14-0-(문산읍),경기도 파주시 독서울4길 14-0 (문산읍)
899,"Unha-gil,38-0,,Miryang-si,Gyeongsangnam-do,(상남면) $달러샵$",경상남도 밀양시 운하길 38-0 (상남면)
900,36-0  강릉시 강원특별자치도,강원특별자치도 강릉시 강변2길 36-0 (구정면)
901,428-29  당진시 Chungcheongnam-do,충청남도 당진시 갈골로 428-29 (정미면)
902,"Jeollabuk-do, 무주군, , 43-4, (무풍면)",전라북도 무주군 갈마동길 43-4 (무풍면)
903,"Chungcheongnam-do, Dangjin-si, , 571-37, (송산면)",충청남도 당진시 송산로 571-37 (송산면)
904,"Ulju-gun,60-0,Goyeongongdan 5-gil",울산광역시 울주군 고연공단5길 60-0 (웅촌면)
905,"충청북도,(음성읍),음성군,수정로,48-0",충청북도 음성군 수정로 48-0 (음성읍)
906, 33-0 Seongju-gun Gyeongsangbuk-do,경상북도 성주군 대흥1길 33-0 (성주읍)
907,경상북도-Seongju-gun-봉학2길-27-43-(벽진면) 문앞,경상북도 성주군 봉학2길 27-43 (벽진면)
908,전라북도-27-0-조포안길-Buan-gun-전라북도,전라북도 부안군 조포안길 27-0 (계화면)
909,"41-4, 지산길2길, Yeonggwang-gun, Jeollanam-do MUN AP",전라남도 영광군 지산길2길 41-4 (백수읍)
910, 4-10 문학로80번길 경기도 (정남면),경기도 화성시 문학로80번길 4-10 (정남면)
911,"86-34, Baekdujeonwa-gil, Wanju-gun, 100% OFFICE Jeollabuk-do",전라북도 완주군 백두전와길 86-34 (삼례읍)
912,"41-1, , 하우로, Siheung-si, 경기도",경기도 시흥시 하우로 41-1 (대야동)
913,"2820-2, 100% OFFICE 태백산로, 영월군, Gangwon-do",강원특별자치도 영월군 태백산로 2820-2 (상동읍)
914,"14-1, , 담지로8번길, 서구, Incheon",인천광역시 서구 담지로8번길 14-1 (청라1동)
915, 12-0 100% office Gumi-si 경상북도,경상북도 구미시 신림도개길 12-0 (도개면)
916,Suseo Police Station Jeollabuk-do-1174-0-Yeogang-ro-Iksan-si-Jeollabuk-do,전라북도 익산시 여강로 1174-0 (망성면)
917,Gyeonggi-do-Pocheon-si-Neobaegi-gil-33-0-(가산면),경기도 포천시 너배기길 33-0 (가산면)
918,"Sindal-gil, 138-30, 충청남도, Asan-si",충청남도 아산시 신달길 138-30 (신창면)
919,Jeollanam-do-40-4-마등길-신안군-Jeollanam-do,전라남도 신안군 마등길 40-4 (안좌면)
920,"15-15, 나산길, 함평군, Jeollanam-do",전라남도 함평군 나산길 15-15 (나산면)
921,"경상남도,(오부면),Sancheong-gun,Odong-ro 705beon-gil,258-0",경상남도 산청군 오동로705번길 258-0 (오부면)
922,"코스모스길,181-34,,Guri-si,Gyeonggi-do,(수택3동) 노크 x",경기도 구리시 코스모스길 181-34 (수택3동)
923,"Madae-gil,54-0,,영월군,Gangwon-do,(김삿갓면)",강원특별자치도 영월군 마대길 54-0 (김삿갓면)
924,"75-0, Suseo Police Station Ilhyeon-ro, 고양시 일산서구, Gyeonggi-do",경기도 고양시 일산서구 일현로 75-0 (탄현1동)
925, 8-0 군산시 Jeollabuk-do,전라북도 군산시 하용전길 8-0 (서수면)
926,"Jeollanam-do, Jindo-gun, , 23-0, (지산면)",전라남도 진도군 상봉암길 23-0 (지산면)
927,", 263-13, 마령로, Hapcheon-gun, Gyeongsangnam-do, (합천읍)",경상남도 합천군 마령로 263-13 (합천읍)
